,gender,emotion,position,path
28,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/SubInspectorJackichan/images/Mammukoya_45.jpg
29,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/SubInspectorJackichan/images/Mammukoya_48.jpg
30,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/SubInspectorJackichan/images/Mammukoya_6.jpg
31,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/SubInspectorJackichan/images/Mammukoya_7.jpg
32,MALE,SADNESS,FRONTAL,./data/IMFDB_final/Mammukoya/SubInspectorJackichan/images/Mammukoya_8.jpg
0,MALE,ANGER,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_1.jpg
1,MALE,ANGER,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_10.jpg
2,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_11.jpg
3,MALE,HAPPINESS,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_12.jpg
4,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_13.jpg
5,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_14.jpg
6,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_15.jpg
7,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_16.jpg
8,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_17.jpg
9,MALE,DISGUST,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_18.jpg
10,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_19.jpg
11,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_2.jpg
12,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_20.jpg
13,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_21.jpg
14,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_22.jpg
15,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_23.jpg
16,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_24.jpg
17,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_25.jpg
18,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_26.jpg
19,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_27.jpg
20,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_28.jpg
21,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_29.jpg
22,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_3.jpg
23,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_30.jpg
24,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_32.jpg
25,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_33.jpg
26,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_34.jpg
27,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_35.jpg
28,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_37.jpg
29,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_38.jpg
30,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_39.jpg
31,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_4.jpg
32,MALE,NEUTRAL,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_40.jpg
33,MALE,ANGER,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_43.jpg
34,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_45.jpg
35,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_46.jpg
36,MALE,DISGUST,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_47.jpg
37,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_48.jpg
38,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_49.jpg
39,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_50.jpg
40,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_51.jpg
41,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_52.jpg
42,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_53.jpg
43,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_54.jpg
44,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_55.jpg
45,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_57.jpg
46,MALE,SADNESS,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_58.jpg
47,MALE,SADNESS,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_59.jpg
48,MALE,SADNESS,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_6.jpg
49,MALE,SADNESS,DOWN,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_61.jpg
50,MALE,SADNESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_62.jpg
51,MALE,SADNESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_63.jpg
52,MALE,SADNESS,DOWN,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_64.jpg
53,MALE,SADNESS,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_65.jpg
54,MALE,SADNESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_66.jpg
55,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_67.jpg
56,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_68.jpg
57,MALE,HAPPINESS,RIGHT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_69.jpg
58,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_7.jpg
59,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_70.jpg
60,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_72.jpg
61,MALE,SADNESS,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_73.jpg
62,MALE,SADNESS,UP,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_74.jpg
63,MALE,SADNESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_75.jpg
64,MALE,SADNESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_76.jpg
65,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_78.jpg
66,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_79.jpg
67,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_8.jpg
68,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_80.jpg
69,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_81.jpg
70,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_82.jpg
71,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_83.jpg
72,MALE,NEUTRAL,LEFT,./data/IMFDB_final/Mammukoya/KeeleriAchu/images/Mammukoya_9.jpg
0,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_1.jpg
1,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_10.jpg
2,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_11.jpg
3,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_12.jpg
4,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_13.jpg
5,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_14.jpg
6,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_15.jpg
7,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_16.jpg
8,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_17.jpg
9,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_18.jpg
10,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_19.jpg
11,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_20.jpg
12,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_21.jpg
13,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_22.jpg
14,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_23.jpg
15,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_24.jpg
16,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_26.jpg
17,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_27.jpg
18,MALE,SADNESS,FRONTAL,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_28.jpg
19,MALE,SADNESS,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_29.jpg
20,MALE,SADNESS,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_3.jpg
21,MALE,SADNESS,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_30.jpg
22,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_4.jpg
23,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_5.jpg
24,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_6.jpg
25,MALE,NEUTRAL,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_7.jpg
26,MALE,NEUTRAL,RIGHT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_8.jpg
27,MALE,NEUTRAL,LEFT,./data/IMFDB_final/Mammukoya/Misc/images/Mammukoya_9.jpg
0,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_1.jpg
1,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_2.jpg
2,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_3.jpg
3,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_4.jpg
4,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_5.jpg
5,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_6.jpg
6,MALE,NEUTRAL,FRONTAL,./data/IMFDB_final/Mammukoya/Polytechnic/images/Mammukoya_7.jpg
0,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_1.jpg
1,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_10.jpg
2,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_12.jpg
3,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_13.jpg
4,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_14.jpg
5,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_16.jpg
6,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_17.jpg
7,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_18.jpg
8,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_19.jpg
9,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_2.jpg
10,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_20.jpg
11,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_3.jpg
12,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_4.jpg
13,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_5.jpg
14,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_6.jpg
15,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_8.jpg
16,MALE,SADNESS,FRONTAL,./data/IMFDB_final/Mammukoya/KauthukaVarthakal/images/Mammukoya_9.jpg
0,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_1.jpg
1,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_10.jpg
2,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_11.jpg
3,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_12.jpg
4,MALE,HAPPINESS,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_13.jpg
5,MALE,HAPPINESS,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_14.jpg
6,MALE,HAPPINESS,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_15.jpg
7,MALE,HAPPINESS,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_16.jpg
8,MALE,HAPPINESS,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_17.jpg
9,MALE,HAPPINESS,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_18.jpg
10,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_19.jpg
11,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_2.jpg
12,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_20.jpg
13,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_22.jpg
14,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_24.jpg
15,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_26.jpg
16,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_28.jpg
17,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_29.jpg
18,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_3.jpg
19,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_30.jpg
20,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_31.jpg
21,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_32.jpg
22,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_33.jpg
23,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_34.jpg
24,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_36.jpg
25,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_4.jpg
26,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_5.jpg
27,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_6.jpg
28,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/Saandhram/images/Mammukoya_9.jpg
0,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_1.jpg
1,MALE,DISGUST,LEFT,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_10.jpg
2,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_12.jpg
3,MALE,DISGUST,RIGHT,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_13.jpg
4,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_15.jpg
5,MALE,DISGUST,DOWN,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_16.jpg
6,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_17.jpg
7,MALE,DISGUST,FRONTAL,./data/IMFDB_final/Mammukoya/ManjeriMajeed/images/Mammukoya_18.jpg
